Date,Location,nursultan,almaty,Latitude,Longitude,Number of Protesters,Number of Arrests,Type,protest_type,Issue 1,issue1,Issue 2,issue2,Issue 3,issue3,Groups Linked,Groups Linked 2,groups_linked,Target 1,Target 2,Target Type,target_type,Response 1,response1,Response 2,response2,Source,Source Type,Description
1 April 2021,Nur-Sultan (Astana),1,0,51.164636,71.420954,12,0,Rally,Rally,Welfare,Government Services,,,,,,,0,Kassym-Jomart Tokayev,,Individual,Local Non-Gov Actor,Monitoring,Cautious,,,"https://www.youtube.com/watch?v=ydxSIiSNMgQ
https://rus.azattyq.org/a/31181699.html",Online Search,"Mothers with many children addressed President Kassym-Jomart Tokayev, demanding provision of housing under a mortgage program with no interest rates."
1 April 2021,Almaty,0,1,43.245704,76.929378,30,0,Rally,Rally,Welfare,Government Services,,,,,,,0,Ministry of Education and Science ,,National Government,National Government,Nothing,Neutral,,,https://www.youtube.com/watch?v=ydxSIiSNMgQ,Online Search,Students of the Kazakh Academy of Transport and Communications and their parents protested against the closure of the Department of Transport Engineering and Construction.
31 March 2021,Semey,0,0,50.408768,80.25925,12,0,Rally,Rally,Labor,Livelihood,Income,Livelihood,,,,,0,Semey Prosecutor's Office,,National Government,National Government,Nothing,Neutral,,,https://rus.azattyq.org/a/31180049.html,Online Search,Drivers of an ambulance service station gathered at the Prosecutor's Office in Semey calling for the authorities to probe their ambulance station's chief for alleged misconduct.
31 March 2021,Almaty,0,1,43.264644,76.899664,7,0,Strike,Disruptive,Labor,Livelihood,Income,Livelihood,,,,,0,Yandex Taxi,,Foreign Business,Foreign Actor,Nothing,Neutral,,,https://tengrinews.kz/kazakhstan_news/voditeli-yandekstaksi-vyishli-na-zabastovku-v-almatyi-433205/,ACLED,Taxi drivers gathered at one of the shopping malls in Almaty to protest an increase in fees for Russian ride-hailing app Yandex.
31 March 2021,Almaty,0,1,43.242615,76.96258,7,0,Rally,Rally,China,China,Human Rights,Human Rights,,,,,0,Government of China,,Foreign Government/International Organization,Foreign Actor,Monitoring,Cautious,,,https://youtu.be/XPqFKYVPbxY,ACLED,People protested near the Chinese Consulate in Almaty demanding freedom for relatives detained in Xinjiang.
31 March 2021,Almaty ,0,0,43.227542,76.961508,4,0,Rally,Rally,Health,,Covid-19,Covid-19,,,,,0,National Testing Center,Committee for Sanitary and Epidemiological Control of the Ministry of Health of the Republic of Kazakhstan,Organization,Local Non-Gov Actor,Meeting,Constructive,Promise,Constructive,https://www.youtube.com/watch?v=548-FXJUSR8,Online Search,"Parents of 11th graders protested against the school #147 administration, which required the students to attend an examination."
30 March 2021,Almaty,0,1,43.2321,76.95507,15,0,Rally,Rally,Development,Property & Land,,,,,,,0,Construction Company,Kassym-Jomart Tokayev,Business,Local Non-Gov Actor,Unknown,Neutral,,,"https://www.youtube.com/watch?v=zAEM_L8Q5dI
",ACLED,Residents of the Samal-2 neighborhood in Almaty gathered outside their homes to protest against the construction of a housing project in their backyard.
30 March 2021,Khorgos,0,0,44.157446,80.398997,100,0,Rally,Rally,Labor,Livelihood,Corruption,Finance,,,,,0,LLP Eurotransit ,,Business,Local Non-Gov Actor,Meeting,Constructive,,,https://rus.azattyq.org/a/kazakhstan-almaty-khogos-scandal/31178329.html,ACLED,Truck drivers protested on the border between Kazakhstan and China in the town of Khorgas in against the former president's family-managed logistics company Eurotransit which protesters complained is having full access to the Chinese border while others have been waiting their turn to cross the border for months as a result of coronavirus quarantine.
30 March 2021,Atyrau,0,0,47.081828,51.899056,25,0,Rally,Rally,Justice,Justice,,,,,,,0,Atyrau City Court,,Judicial System,Justice System,Nothing,Neutral,,,https://azh.kz/ru/news/view/75480,Online Search,"About 25 people gathered in front of the Atyrau city court and demanded the release of Serik Qamidolla, the head of Department of Employment and Social Programs of Atyrau region."
30 March 2021,Almaty,0,1,43.2396787868164,76.9611911043051,5,0,Rally,Rally,China,China,Human Rights,Human Rights,,,,,0,Government of China,,Foreign Government/International Organization,Foreign Actor,Monitoring,Cautious,,,https://www.aninews.in/news/world/asia/almaty-kazakhs-protesting-for-over-100-days-against-their-relatives-detention-in-xinjiang20210520220839/,Online Search,People protested near the Chinese Consulate in Almaty demanding freedom for relatives detained in Xinjiang.
29 March 2021,Shymkent,0,0,42.318671,69.603414,10,0,Rally,Rally,Welfare,Government Services,,,,,,,0,Shymkent City Mayor's Office,,Local Government,Local Government,Nothing,Neutral,,,https://rus.azattyq.org/a/31175156.html,ACLED,About 10 female protesters gathered at the Mayor's Office in Shymkent demanding that the authorities provide subsidized housing for families with multiple children.
29 March 2021,Almaty,0,1,43.242619,76.96257,10,0,Rally,Rally,China,China,Human Rights,Human Rights,,,,,0,Government of China,,Foreign Government/International Organization,Foreign Actor,Monitoring,Cautious,,,https://www.azattyq.org/a/31174749.html,ACLED,About 10 female protesters gathered near the Consulate of China in Almaty demanding the release of their family members from internment camps in Xinjiang.
29 March 2021,Almaty,0,1,43.237156,76.945618,500,0,Strike,Disruptive,Covid-19,Covid-19,Welfare,Government Services,,,,,0,Almaty Region Tax Committee,,Organization,Local Non-Gov Actor,Nothing,Neutral,,,https://azh.kz/ru/news/view/75467,ACLED,Small retail business owners gathered near their shops in Almaty in protest against the newly-introduced tax filing procedures and goods tracking protocols.
29 March 2021,Uralsk,0,0,51.2338918432812,51.4248111601218,9,,Rally,Rally,Justice,Justice,Freedom of Expression,Human Rights,Repression,Justice,Bekbulat Utebayev,,1,Police,,Law Enforcement,Justice System,Meeting,Constructive,,,"https://www.youtube.com/watch?v=XiqOk7EuIO0
https://www.uralskweek.kz/2021/03/29/arest-pozhilogo-aktivista-stal-povodom-dlya-protesta-pered-zdaniem-policii-v-uralske-video/ ",ACLED,Activists gathered at the city police department in Uralsk demanding release of their fellow activist Bekbulat Utebayev.
29 March 2021,Suzak,0,0,44.140701,68.474415,10,0,Rally,Rally,Welfare,Government Services,,,,,,,0,Suzak Mayor,,Local Government,Local Government,Meeting,Constructive,,,https://www.youtube.com/watch?v=TC9NR3BqS4A,Online Search,About 10 mothers with large families demanded that the local government give them the delayed silver and gold pendant rewards.
29 March 2021,Almaty,0,1,43.2396787868164,76.9611911043051,5,0,Rally,Rally,China,China,Human Rights,Human Rights,,,,,0,Government of China,,Foreign Government/International Organization,Foreign Actor,Monitoring,Cautious,,,https://www.aninews.in/news/world/asia/almaty-kazakhs-protesting-for-over-100-days-against-their-relatives-detention-in-xinjiang20210520220839/,Online Search,People protested near the Chinese Consulate in Almaty demanding freedom for relatives detained in Xinjiang.
28 March 2021,Oral,0,0,51.235997,51.36819,1,,Hunger Strike,Non-Violent,Justice,Justice,Freedom of Assembly,Human Rights,,,Bekbulat Utebayev,,1,Uralsk City Court,,Judicial System,Justice System,Nothing,Neutral,,,https://rus.azattyq.org/a/31173902.html,Online Search,Activist Bekbolot Utebaev declared a hunger strike after being sentenced for 5 days in prison for a solitary picket in February.
28 March 2021,Atyrau,0,0,47.106695,51.903058,10,0,Rally,Rally,Human Rights,Human Rights,Justice,Justice,,,Maks Bokayev,,1,National Government,,National Government,National Government,Nothing,Neutral,,,https://azh.kz/ru/news/view/75475,ACLED,"About 10 activists, including recently released activist Max Bokayev, gathered on Isatay and Makhambet Square in Atyrau city to protest over the lack of political reforms in the country."
28 March 2021,Atyrau,0,0,47.106647,51.909272,15,0,Rally,Rally,Justice,Justice,,,,,,,0,Atyrau City Police Department,,Law Enforcement,Justice System,Nothing,Neutral,,,https://azh.kz/ru/news/view/75418,ACLED,Residents of Atyrau gathered outside the city police department demanding the release of a director of the social services department following corruption allegations.
28 March 2021,Almaty,0,1,43.2396787868164,76.9611911043051,5,0,Rally,Rally,China,China,Human Rights,Human Rights,,,,,0,Government of China,,Foreign Government/International Organization,Foreign Actor,Monitoring,Cautious,,,https://www.aninews.in/news/world/asia/almaty-kazakhs-protesting-for-over-100-days-against-their-relatives-detention-in-xinjiang20210520220839/,Online Search,Relatives of ethnic Kazakhs in Xinjiang protested near the Chinese Consulate against atrocities in the region.
27 March 2021,Almaty,0,1,43.246809,76.952659,300,0,Rally,Rally,China,China,Human Rights,Human Rights,,,Democratic Party of Kazakhstan,,1,National Government,,National Government,National Government,Arrests,Violent,,,https://rus.azattyq.org/a/kazakhstan-opposition-rally-almaty-regions/31172593.html,Online Search,Around 300 people protested in Almaty against Chinese expansion and Nursultan Nazarbayev's rule.
27 March 2021,Aktobe ,0,0,50.28034,57.229222,Unknown,5,Rally,Rally,China,China,Human Rights,Human Rights,,,Democratic Party of Kazakhstan,Democratic Choice of Kazakhstan,1,National Government,,National Government,National Government,Arrests,Violent,,,https://www.azattyq.org/a/31172314.html,Online Search,"Five protesters who gathered near the Aktobe Central Bazaar, a place indicated as the protest venue by the Democratic Party of Kazakhstan, were detained by police and placed in a police truck."
27 March 2021,Almaty,0,1,43.2396787868164,76.9611911043051,5,0,Rally,Rally,China,China,Human Rights,Human Rights,,,,,0,Government of China,,Foreign Government/International Organization,Foreign Actor,Monitoring,Cautious,,,https://www.aninews.in/news/world/asia/almaty-kazakhs-protesting-for-over-100-days-against-their-relatives-detention-in-xinjiang20210520220839/,Online Search,People protested near the Chinese Consulate in Almaty demanding freedom for relatives detained in Xinjiang.
27 March 2021,Shymkent,0,0,42.316123,69.600499,4,2,Rally,Rally,China,China,Human Rights,Human Rights,Financial Sector,Finance,Democratic Party of Kazakhstan,Democratic Choice of Kazakhstan,1,National government,,National Government,National Government,Arrests,Violent,,,https://www.azattyq.org/a/31172296.html,Online Search,Four women gathered on the Family alley in Shymkent to protest against the Chinese expansion and to demand loan forgiveness.
26 March 2021,Nur-Sultan (Astana),1,0,51.147353,71.525741,25,0,Rally,Rally,Labor,Livelihood,Income,Livelihood,,,,,0,School 63,Nur-Sultan (Astana) Department of Education,Organization,Local Non-Gov Actor,Nothing,Neutral,,,https://www.youtube.com/watch?v=7u36DUZZbFg,ACLED,Teachers of the municipal high school 63 in Nur-Sultan (Astana) protested on the premises demanding wage payments.
26 March 2021,Almaty,0,1,43.2396787868164,76.9611911043051,5,0,Rally,Rally,China,China,Human Rights,Human Rights,,,,,0,Government of China,,Foreign Government/International Organization,Foreign Actor,Monitoring,Cautious,,,https://www.aninews.in/news/world/asia/almaty-kazakhs-protesting-for-over-100-days-against-their-relatives-detention-in-xinjiang20210520220839/,Online Search,People protested near the Chinese Consulate in Almaty demanding freedom for relatives detained in Xinjiang.
26 March 2021,Akbulak,0,0,42.383241,69.892289,20,0,Roadblock,Disruptive,Utilities,Government Services,Environment,Environment & Resource Extraction,Extractive Industries,Environment & Resource Extraction,,,0,Gravel Mining Company,,Business,Local Non-Gov Actor,Nothing,Neutral,,,https://www.youtube.com/watch?v=4-xVeBt47l8,Online Search,Residents of Akbulak complained about the shortage of water caused by the activities of the gravel mining company.
26 March 2021,Shymkent,0,0,42.35768,69.642408,15,0,Rally,Rally,Cultural,Other,,,,,Shymkent city choir of veterans,,1,Shymkent City Mayor's Office,,Local Government,Local Government,Meeting,Constructive,Promise,Constructive,https://www.youtube.com/watch?v=bwxS4w5Ikec,Online Search,Members of the city choir of veterans organized a singing protest and demanded that the choir be given an official status and allocated a place for rehearsals.
26 March 2021,Nur-Sultan (Astana),1,0,51.147345,71.525826,25,0,Rally,Rally,Income,Livelihood,Labor,Livelihood,,,,,0,School Administration,Nur-Sultan (Astana) City Department of Education,Organization,Local Non-Gov Actor,Nothing,Neutral,,,https://www.youtube.com/watch?v=M_4N8UBfWjs,Online Search,Teachers of the number 63 school-gymnasium in Nur-Sultan (Astana) protested against the non-payment of wages since February.
25 March 2021,Almaty ,0,0,43.239495,76.961437,3,0,Rally,Rally,China,China,Human Rights,Human Rights,,,,,0,Government of China,,Foreign Government/International Organization,Foreign Actor,Nothing,Neutral,,,https://www.youtube.com/watch?v=13JVamS7ny4,ACLED,Protesters gathered in front of the Chinese consulate in Almaty demanding the closure of re-education camps in Xinjiang.
25 March 2021,Almaty,0,1,43.231291,76.954772,20,0,Rally,Rally,Development,Property & Land,Property,Property & Land,,,,,0,Local Government,,Local Government,Local Government,Nothing,Neutral,,,https://www.youtube.com/watch?v=zAEM_L8Q5dI,ACLED,Residents of the Pograngorodok neighborhood in Almaty gathered near their homes in protest of planned demolition of residential apartment buildings in the area.
25 March 2021,Kenkiyak,0,0,48.606154,57.111562,40,0,Rally,Rally,Labor,Livelihood,China,China,Extractive Industries,Environment & Resource Extraction,,,0,KMK Munay,,Foreign Business,Foreign Actor,Nothing,Neutral,,,https://youtu.be/BD0ZyRYZlGY,ACLED,"On March 25 2021, workers of the Chinese investor-managed KMK Munay oil drilling company protested at the Kokjide oil field work camp near Kenkiyak demanding that workers be allowed to organize an independent trade union without interference."
25 March 2021,Karaganda,0,0,49.776363,73.129263,5,0,Rally,Rally,Justice,Justice,,,,,,,0,Prosecutor's Office,,Judicial System,Justice System,Meeting,Constructive,,,https://www.youtube.com/watch?v=FEagWyajASw,Online Search,Relatives of those detained in relation to Talgat Balmagambetov's case claimed that the detained suspects were innocent and demanded a fair resolution of the case.
25 March 2021,Aktau ,0,0,43.642836,51.163673,10,0,Rally,Rally,Welfare,Government Services,,,,,,,0,Orken Kindergarten Direcrtor ,Aktau Department of Education,Organization,Local Non-Gov Actor,Meeting,Constructive,,,https://www.youtube.com/watch?v=FEagWyajASw,Online Search,"Parents, who refused to sign a new contract with their kindergarten, protested against the increase in fees."
25 March 2021,Zhylysu,0,0,40.814416,68.174586,10,0,Rally,Rally,Development,Property & Land,Cultural,Other,,,,,0,Local Government,,Local Government,Local Government,Nothing,Neutral,,,https://www.youtube.com/watch?v=FEagWyajASw,Online Search,Residents of the Zhylysu protested against the authorities' decision to remove the local stadium.
